,A,date,C,D,content,,
1406,"5,82907353395249E+017",2015-03-31 14:08:37,0,16,"RT @pwalkersj: Ser felices con -cosas y con +gente; cuidar en vez d explotar el mundo; humanizar las ambiciones...si no, no habrá campaña q…",,
1407,"5,82901466333082E+017",2015-03-31 13:45:14,1,9,"Seguimos recopilando tu ayuda en todas las sedes HC del País, mira aquí donde debes ir en tu ciudad http://t.co/B7lcyURYSa",,
1408,"5,82712237246251E+017",2015-03-31 01:13:18,6,12,¡MARAVILLOSO! el trabajo mancomunado de ONGs y Sociedad Civil para MOTIVAR y MOVILIZAR a la COMUNIDAD #TodoXChile http://t.co/KmgVxska3y,,
1409,"5,82708566118658E+017",2015-03-31 00:58:43,0,0,@M_Angel_MakeUp @Karol_LuceroV @AyudaAlProjimo_ @americasolidari @TECHOChile En @Hdecristo de 8:30 a 20 hrs Mapa: http://t.co/AK9nhAmrs2,,
1410,"5,82707000003396E+017",2015-03-31 00:52:29,0,39,RT @Educacion2020: No olvidemos que la emergencia dura más tiempo del que se le da en los medios de comunicación #TodoxChile,,
1411,"5,82705777376432E+017",2015-03-31 00:47:38,2,13,3 FORMAS CONCRETAS DE AYUDAR: 1.Dona en Centros d Acopio 2.Hazte #Voluntario 3.Compra Agua en http://t.co/25l5ApqlH0 http://t.co/6bRJdVM07B,,
1412,"5,82703466650407E+017",2015-03-31 00:38:27,0,17,"RT @balm_artejoven: #TodoXChile Litro a litro, avanzando por los damnificados del norte. Asiste a nuestro acopio en @EstacionMapocho @FOJIC…",,
1413,"5,82700433858265E+017",2015-03-31 00:26:24,2,10,RT @TrendsSantiago: #todoxchile es ahora una tendencia en #Santiago http://t.co/GuwJsru4OT/ Vamos que se puede!! http://t.co/BwCnUD3XJ4,,
1414,"5,82699720650412E+017",2015-03-31 00:23:34,0,11,RT @Erickvalenzuel: Vamos @Fmella invitamos a la gente a comprar su agua @LateChile para beneficiar las zonas de Catástrofe #TodoXChile htt…,,
1415,"5,82698854895764E+017",2015-03-31 00:20:07,0,150,RT @Karol_LuceroV: #TODOXCHILE Llegó el momento de Actuar! ...Fuerza al Norte! http://t.co/fuTF1CKsJr,,
1416,"5,82698287934886E+017",2015-03-31 00:17:52,10,36,#SoloSigoChilenosSolidariosQue estén dispuestos a dar #TodoXChile Revisa y Difunde estos Centros de Acopio RT! http://t.co/BTSEEd2TYB,,
1417,"5,82697339179168E+017",2015-03-31 00:14:06,0,5,RT @superarpobreza: Ahora más q nunca necesitamos estar unidos! #TodoXChile  centros de acopio @Hdecristo @balm_artejoven y @DesafioChile h…,,
1418,"5,82697160745062E+017",2015-03-31 00:13:23,5,23,¡LLEGÓ EL MOMENTO DE ACTUAR! Nosotros ya nos organizamos @DesafioChile @balm_artejoven @americasolidari AHORA TE TOCA http://t.co/ifWbBJSOK7,,
1419,"5,82695108224676E+017",2015-03-31 00:05:14,0,23,RT @Educacion2020: ATENCIÓN: Estos son los centros de acopio de la ayuda para el norte. http://t.co/uBKfOH5fTQ #TodoxChile,,
1420,"5,82694105349808E+017",2015-03-31 00:01:15,5,23,¡YA AMIGOS AHORA MÁS QUE NUNCA ES MOMENTO DE DAR #TodoXChile !  http://t.co/dbWoISvAXN Ayúdanos a difundir RT!,,
1421,"5,82671278672339E+017",2015-03-30 22:30:33,0,9,RT @grandchester_: Aún nos falta ayuda en Jotabeche 881. Colabore con @Hdecristo para ayudar a nuestros compatriotas! http://t.co/UVQjG9iSxh,,
1422,"5,8266031200188E+017",2015-03-30 21:46:58,0,4,RT @elqhaydecierto: Hospedería del @Hdecristo reabre hoy sus puertas en #Copiapó http://t.co/ohpiQOCdhW #Atacama #FuerzaNortedeChile http:/…,,
1423,"5,82631461062349E+017",2015-03-30 19:52:19,0,5,RT @SA_LaSegunda: #TodoXChile la ayuda de la sociedad civil en el Norte http://t.co/ZIBZaqCLng @Simon_Cirene @WorldVisionCHL @banigualdad @…,,
1424,"5,82628183381537E+017",2015-03-30 19:39:18,0,7,"Amigos de Talagante en la Minicipalidad se está acopiando: Agua envasada, Cepillos y pasta de dientes/ Av. 21 de Mayo 875 RT!",,
1425,"5,8260982803773E+017",2015-03-30 18:26:22,0,14,"RT @FdoGarciaR: La chica sonriente de la izq, perdió su casa, y está con esa impronta. Trabaja en jardín de @hdecristo de Paipote http://t.…",,
1426,"5,82569961232736E+017",2015-03-30 15:47:57,0,4,"RT @felipesaezv: @Hdecristo Sede Valparaiso en Chaingneaux 172, Recreo. Agua, Colchonetas y Utiles de Aseo #NuestroNorteNuestraAyuda",,
1427,"5,82556730204271E+017",2015-03-30 14:55:22,0,0,"@AmaliaGarciaR de 8:30 a 20:00 hrs, saludos!",,
1428,"5,82544351097684E+017",2015-03-30 14:06:11,0,4,RT @eliapiedras: Mañana sale primer camion del @Hdecristo de #talca gracias a la solidaridad de agente regional de @turbuschile #FuerzaNort…,,
1429,"5,82543661315002E+017",2015-03-30 14:03:26,0,8,RT @ServicioPais: Sociedad civil se reúne para coordinar apoyo al norte del país @americasolidari @TECHOChile @Hdecristo  @balm_artejoven  …,,
1430,"5,8253292624563E+017",2015-03-30 13:20:47,1,8,En Colegío @CMariaApoquindo Esperan tu Donación Recepción por Cuarto Centenario c/los Milagros de 9:00 a 18:00 RT! http://t.co/bopmxXiWDD,,
1431,"5,82530449848853E+017",2015-03-30 13:10:56,0,17,"RT @pwalkersj: Barro solidificado reventando las alcantarillas,se trabaja con mascarillas.Urge agua si la traes ahora Jotabeche 867 estará …",,
1432,"5,82512684639379E+017",2015-03-30 12:00:21,3,15,¡RECUERDEN! nuestros centros de acopio en todo el país seguirán recolectando su ayuda #NuestroNorteNuestraAyuda RT! http://t.co/5Py5HJ5DQD,,
1433,"5,82354913524625E+017",2015-03-30 01:33:25,10,14,HOY EN LA MAÑANA DESPACHAMOS 2 CAMIONES CON 19 TONELADAS DE AYUDA AL NORTE #NuestroNorteNuestraAyuda http://t.co/EHJdr1mURY,,
1434,"5,82339093352342E+017",2015-03-30 00:30:33,7,16,¡UNA BUENA NOTICIA EN LA CATASTROFE! nuestro Jardín Infantil en Tierra Amarilla MILAGROSAMENTE quedó INTACTO http://t.co/gXddsIYtCc,,
1435,"5,82332544294773E+017",2015-03-30 00:04:32,3,5,"Todo el día trabajadores/voluntarios HC en la zona de la catástrofe, trabajaron s/descanso para distribuir la ayuda http://t.co/lcEcSVqvvk",,
1436,"5,82322934292836E+017",2015-03-29 23:26:21,0,10,"RT @FdoGarciaR: Amigos que han donado a @Hdecristo, sepan que su ayuda está donde tiene que estar http://t.co/gUlAyUv4iG",,
1437,"5,82306868745339E+017",2015-03-29 22:22:30,0,10,RT @Ovalle_Chile: CENTROS DE ACOPÍOS EN #OVALLE PARA AYUDAR AL NORTE:  @Hdecristo Av. Manuel Peñafiel Sector la Piscina s/n @RedSolidariaov…,,
1438,"5,82306308654797E+017",2015-03-29 22:20:17,0,11,"RT @aleazul: En Cia. de María de Apoquindo, por IV Centenario están recibiendo ayuda para el norte, agua y artículos de aseo personal @Hdec…",,
1439,"5,82305431730688E+017",2015-03-29 22:16:48,0,9,RT @superarpobrezaA: RT @fparentesis @Hdecristo se requieren voluntarios y camionetas con chóferes en UDA campus cordillera en copiapó  @Tv…,,
1440,"5,8196905557112E+017",2015-03-29 00:00:09,1,12,¡Hay cientos de familias que necesitan de todo nuestro apoyo! http://t.co/ertkg87DlP Súmate a esta campaña con tu ayuda RT!,,
1441,"5,81953945989452E+017",2015-03-28 23:00:07,1,3,Si no estás en Chile pero quieres colaborar Puedes Donar desde el extranjero vía PayPal: http://t.co/wu6IZQiC1r @ChilenoAlemania,,
1442,"5,81939248577823E+017",2015-03-28 22:01:43,0,3,Junto a @TVN y #ARCHI estamos realizando campaña en ayuda de los damnificados  http://t.co/sK6h92oWQE  Donaciones en STGO Jotabeche 867,,
1443,"5,81923794949947E+017",2015-03-28 21:00:18,2,11,#FuerzaNorte HAZ TU APORTE EN DINERO cta cte N°11475498 Banco BCI a nombre de Hogar de Cristo Rut 81.496.800-6 mail hcristo@hogardecristo.cl,,
1444,"5,81922661368009E+017",2015-03-28 20:55:48,0,1,"Nuestro Capellán http://t.co/l9qTHNEKMP ""Lo primero es que necesitamos que los colegios, las iglesias, la comunidad se organice""",,
1445,"5,81909044794913E+017",2015-03-28 20:01:42,6,15,¡ATINA! HASTA LAS 8 PM NUESTRA BODEGA CENTRAL EN STGO sigue recolectando 1.Agua 2.Colchonetas http://t.co/rzqavVqv5e http://t.co/QBO9ub0qag,,
1446,"5,81894019086717E+017",2015-03-28 19:01:59,2,12,¡OJO! Centro Acopio Colegio Compañía de María/DONACIONES por 4° Centenario esquina Milagros #NuestroNorteNuestraAyuda http://t.co/aN1yqMJDN2,,
1447,"5,81893915458036E+017",2015-03-28 19:01:35,1,6,Nuestro Capellán hace un llamado a la comunidad a donar artículos de primera necesidad  http://t.co/9AsVRC08kf en STGO Jotabeche 867,,
1448,"5,81877176879981E+017",2015-03-28 17:55:04,1,6,¡EL NORTE NOS NECESITA AHORA! NUESTRAS BODEGAS ESTÁN ESPERANDO TUS DONACIONES #NuestroNorteNuestraAyuda ¡Difuende RT! @TVN,,
1449,"5,81873641882821E+017",2015-03-28 17:41:01,0,22,"RT @PublimetroChile: ""Nuestro Norte, Nuestra Ayuda"": Hogar de Cristo llama a colaborar con los damnificados http://t.co/ynHduDiLkd http://t…",,
1450,"5,81872104447963E+017",2015-03-28 17:34:55,5,27,¡VAMOS CHILENOS! NUESTRAS BODEGAS ESTÁN ESPERANDO SUS DONACIONES #NuestroNorteNuestraAyuda ¡Difuende RT! http://t.co/nskkGsGcg3,,
1451,"5,81863392614445E+017",2015-03-28 17:00:17,1,1,"""Si tenemos contactos en el norte llamar/escribir/rezar x los q han perdido a sus seres queridos o no los encuentran"" Capellán Pablo Walker",,
1452,"5,81860172886344E+017",2015-03-28 16:47:30,2,2,Equipo de Fundaciones Hogar de Cristo recorren la zona afectada haciendo catastro de daños. http://t.co/rS00pnFAZJ,,
1453,"5,81853184332829E+017",2015-03-28 16:19:44,0,3,RT @Gabi_aranda: Excelente iniciativa centro de acopio @Hdecristo para el #NortedeChile en IV Centenario casi al llegar a Apoquindo!! http:…,,
1454,"5,81853015096877E+017",2015-03-28 16:19:03,0,4,RT @FdoGarciaR: Un equipo de @fparentesis y @Hdecristo vamos camino a Copiapó y Tierra Amarilla a ver situación de nuestros trabajadores.,,
1455,"5,81852973313184E+017",2015-03-28 16:18:53,0,0,@freanherrera te seguimos,,
1456,"5,81852630059786E+017",2015-03-28 16:17:31,0,0,@freanherrera envíanos un DM!,,
1457,"5,81848534619681E+017",2015-03-28 16:01:15,1,3,Nuestra Bodega de Est Central/Jotabeche 867 está recibiendo donaciones de 8:30 a 20 hrs http://t.co/L3bLimIPIz http://t.co/OZn3Hjw1MM RT!,,
1458,"5,81842824045437E+017",2015-03-28 15:38:34,0,0,"@BMoralless Todo es ayuda en estos momentos, pero $ permitirá palear otras necesidades que se vayan presentando con los días",,
1459,"5,8184203758406E+017",2015-03-28 15:35:26,0,13,"RT @FdoGarciaR: Si bien sigue llegando ayuda en bodega @hdecristo, sigue siendo poca. Se necesita mucho más para poder hacer envío http://t…",,
1460,"5,81841894658949E+017",2015-03-28 15:34:52,0,0,@aleazul donaciones por Cuarto Centenario esquina Milagros,,
1461,"5,81839382166012E+017",2015-03-28 15:24:53,0,0,@palulitaa Nuestra bodega está en Jotabeche 867 Est Central,,
1462,"5,81833676478136E+017",2015-03-28 15:02:13,1,2,"""Esta es 1 oportunidad para q nuestro corazón se vuelva a conectar y a sentirnos comunidad, a sentirnos como 1 mismo país"" Pablo swalker sj",,
1463,"5,8181302855707E+017",2015-03-28 13:40:10,3,3,Esta mañana sale nuestro 13r camión con provisiones desde la bodega d Santiago a  Copiapó #NuestroNorteNuestraAyuda http://t.co/VjHRFF3bnR,,
1464,"5,81795491219943E+017",2015-03-28 12:30:29,2,11,Haz tu donación online q irá en ayuda de nuestros compatriotas  de Antofagasta y Atacama. http://t.co/bTOYxVFmrS  #NuestroNorteNuestraAyuda,,
1465,"5,81635906966274E+017",2015-03-28 01:56:21,0,8,"RT @Sumate_Fund: ""La deserción escolar debe tener una espacio en la Política Pública"" Directora Fundación Súmate en #SonarGlobal http://t.c…",,
1466,"5,81633251539841E+017",2015-03-28 01:45:48,0,45,RT @Minrel_Chile: Cancillería habilita canales de ayuda para que chilenos en el exterior puedan localizar a familiares en el norte. http://…,,
1467,"5,81624549738996E+017",2015-03-28 01:11:13,3,13,"Hay familias q lo perdieron todo...depende de ti que no pierdan también la esperanza ¡MOVILÍZATE, DIFUNDE, DONA! http://t.co/3uUTjSLXrr RT!",,
1468,"5,81610969874436E+017",2015-03-28 00:17:15,1,11,Dramáticas historias de pérdida y dolor muestran los noticieros tras la catástrofe ¡NO PODEMOS QUEDAR INDIFERENTES! http://t.co/MUPLvrR0MU,,
1469,"5,81607664297337E+017",2015-03-28 00:04:07,0,57,RT @biobio: Hogar de Cristo hace urgente llamado a seguir colaborando con los damnificados del Norte http://t.co/oHdU1Mr9rS http://t.co/6gR…,,
1470,"5,81564571317588E+017",2015-03-27 21:12:53,0,5,RT @fparentesis: Los compañeros y usuarios del Programa de Temuco abrazando a los amigos del norte!!! #FuerzaNortedeChile  http://t.co/mYTf…,,
1471,"5,81564361434669E+017",2015-03-27 21:12:03,0,2,RT @rostrosnuevos: Gracias por estos 18 años Padre Renato Poblete S.J!!!!! http://t.co/Kqm1eU6WR9,,
1472,"5,81554556947046E+017",2015-03-27 20:33:05,0,3,RT @sburgoap: Hogar de Cristo Bio Bio y Fundación Sumate se unen a nuestra #CampañaEnergetica #FuerzaNorte @fparentesis @Hdecristo http://t…,,
1473,"5,8154719674028E+017",2015-03-27 20:03:50,0,37,"RT @reddeemergencia: ""@RNE_Alpha_8: Amigos @Hdecristo  sigue recibiendo artículos de aseo, agua y pañales de niños.Todos sumamos. http://t.…",,
1474,"5,81499673468355E+017",2015-03-27 16:55:00,0,4,RT @radiofemeninafm: El @InjuvBio_Bio y @Hdecristo se suman en Concepción como puntos de acopio de ayuda para el norte de nuestro país,,
1475,"5,81456378016961E+017",2015-03-27 14:02:58,2,5,En Viña Del Mar nuestro centro de acopio es: Chaigneaux # 172. Trae tu aporte y difunde en tus redes sociales #NuestroNorteNuestraAyuda,,
1476,"5,81448269496234E+017",2015-03-27 13:30:44,1,10,@reddeemergencia Favor RT! Estos son ntros centros acopio a lo largo del país  http://t.co/34rN4jALSN agua embotellada/Colchonetas/Aseo Pers,,
1477,"5,81441381945725E+017",2015-03-27 13:03:22,1,14,"""Aquí estamos otra vez, para convocar a Chile a ensanchar el corazón y vayamos n ayuda d ntros hermanos del Norte” Capellán Pablo Walker sj,",,
1478,"5,81425984563491E+017",2015-03-27 12:02:11,1,9,"Amigos de Arica en nuestra sede HC: 18 de septiembre # 1080 estamos recibiendo colchonetas, agua embotellada y artículos de higiene personal",,
1479,"5,81410432600113E+017",2015-03-27 11:00:23,0,2,@ChileVoluntario RT Estos son ntros centros acopio a lo largo del país http://t.co/BDyrOyueJj agua embotellada/Colchonetas/Aseo Pers,,
1480,"5,81249296038773E+017",2015-03-27 00:20:05,2,28,Hacemos un llamado a la solidaridad d los chilenos c/ntros compatriotas d las regiones de Antofagasta y Atacama http://t.co/KKGJY77owR @TVN,,
1481,"5,81236717472129E+017",2015-03-26 23:30:06,1,9,¡Únete a la Campaña #NuestroNorteNuestraAyuda y apoya quienes lo están pasando mal en el #Norte! + info aquí: http://t.co/oMU8xqPwXC RT!,,
1482,"5,81229438320448E+017",2015-03-26 23:01:11,1,2,En este link encontrarás una aplicación de Google que ayuda a buscar personas o dar información http://t.co/AtWsUybvEj RT!,,
1483,"5,81214129450545E+017",2015-03-26 22:00:21,2,17,Trae hasta las sedes Hogar de Cristo de todo el País: 1.Colchonetas 2.Agua Embotellada 3.Útiles de Aseo Personal #NuestroNorteNuestraAyuda,,
1484,"5,81206864001651E+017",2015-03-26 21:31:29,13,27,¡Atentos! @INJUVCHILE ya habilitó formulario oficial de voluntarios para ayudar en la catástrofe del norte http://t.co/vBrlUWkfqy Inscríbete,,
1485,"5,81197282407764E+017",2015-03-26 20:53:24,0,3,"RT @AntofagastaTV: @Hdecristo inicia campaña ""Nuestro Norte, Nuestra Ayuda” art. de aseo, agua embotellada, colchonetas se reciben en todas…",,
1486,"5,81190415551984E+017",2015-03-26 20:26:07,0,10,RT @ConsuladoCMiami: Ayudemos al Norte @Hdecristo de Cristo Rut81.496.800-6  Cta Cte11475498 BCI/ (@CruzRojaChilena Rut70.512.100-1 Cta Cte…,,
1487,"5,81183818163425E+017",2015-03-26 19:59:54,0,38,"RT @pwalkersj: CAMPAÑA NUESTRO NORTE NUESTRA AYUDA, hagamos llegar útiles aseo personal, agua embotellada y colchonetas a Jotabeche 867, bo…",,
1488,"5,81182721705271E+017",2015-03-26 19:55:33,0,26,Para buscar a personas @24HorasTVN está promoviendo el hashtag #Chilebusca para solicitar ayuda en RR.SS. http://t.co/o1vFztWZve,,
1489,"5,81176507634225E+017",2015-03-26 19:30:51,0,7,"RT @timoncitoo: @TVN @Hdecristo BUSCAR VALLE SAN ANTONIO,TIERRA AMARILLA,SRA GRACE MARIBEL UNION ARRIAGADA,AYUDA PARA UBICARLA http://t.co/…",,
1490,"5,81176333331513E+017",2015-03-26 19:30:10,5,21,REVISA AQUÍ LOS CENTROS DE ACOPIO HC EN TODO EL PAÍS: http://t.co/wrcp9c8lTC ¡ES MOMENTO DE AYUDAR!  #NuestroNorteNuestraAyuda RT!,,
1491,"5,81169817312457E+017",2015-03-26 19:04:16,0,59,"RT @TVN: Junto al @Hdecristo y #ARCHI, comenzamos ""Nuestro Norte, Nuestra Ayuda"" ¡Ayudemos juntos a los danmificados! http://t.co/wx1bmosQa4",,
1492,"5,81162831581721E+017",2015-03-26 18:36:31,0,1,"RT @nuevabelenfm: #ARCHI y @Hdecristo inician campaña solidaria. Se necesita: Agua embotellada, colchonetas y artículos de aseo #NuestroNor…",,
1493,"5,8116229216906E+017",2015-03-26 18:34:22,1,1,@_Ayupec_ @buenosdiatodos En todas las sedes Hogar de Cristo del País. Arica: 18 de septiembre 1080,,
1494,"5,81161688000569E+017",2015-03-26 18:31:58,0,0,@salasblorena de 9:00 a 17: hrs por el momento.,,
1495,"5,81159482488701E+017",2015-03-26 18:23:12,0,0,"@jose_nav Donaciones a: Valdivia 974, Población Vista Hermosa",,
1496,"5,81138975471043E+017",2015-03-26 17:01:43,0,3,La naturaleza golpea nuevamente a nuestro país y pone a prueba nuestra solidaridad #Copiapó #Antofagasta #FuerzaNorte,,
1497,"5,81118386647749E+017",2015-03-26 15:39:54,5,40,¡ATENCIÓN! estamos acopiando: 1. ÚTILES DE ASEO 2.AGUA EMBOTELLADA 3.ÚTILES DE HIGIENE PERSONAL en Santiago JOTABECHE #867 RT!,,
1498,"5,81113907475051E+017",2015-03-26 15:22:06,0,0,"@salasblorena si Retamo #839, gracias!",,
1499,"5,81112596398498E+017",2015-03-26 15:16:54,0,24,"RT @buenosdiatodos: #Nuestro Norte"" - ""Nuestra ayuda"" campaña en conjunto al Hogar de Cristo #FuerzaNortedeChile",,
1500,"5,81112532032733E+017",2015-03-26 15:16:38,1,2,"Ahora capellán Pablo Walker en @buenosdiatodos: ""Debemos reaccionar ahora en ayuda de nuestros hermanos del norte"". #FuerzaNorte",,
1501,"5,81109738022265E+017",2015-03-26 15:05:32,2,28,Estos son los Albergues habilitados por el @dsocial_gob en #Copiapó y #Antofagasta http://t.co/vS9py8vOhG RT!,,
1502,"5,81103437745676E+017",2015-03-26 14:40:30,0,91,RT @INJUVRM: Comenzamos a recibir las cooperaciones para ayudar al norte. Recuerda: Príncipe de Gales #84 #JovenesxElNorte http://t.co/7GV9…,,
1503,"5,811018577681E+017",2015-03-26 14:34:13,5,11,Estamos trabajando en la zona afectada para garantizar el bienestar de nuestros acogidos y trabajadores #FuerzaNortedeChile,,
1504,"5,81084363284169E+017",2015-03-26 13:24:42,0,5,"RT @fparentesis: Desde el sur acompañando a nuestros compañeros, usuarios y amigos de #Copiapó. Un gran abrazo a cada uno en ellos! Fuerza …",,
1505,"5,81083277580247E+017",2015-03-26 13:20:24,0,6,Ante la actual catástrofe q sufren ntros compatriotas del Norte nos ponemos a disposición y estamos preparándonos para ayudar #fuerzanorte,,
1506,"5,80722937558336E+017",2015-03-25 13:28:32,0,2,"RT @ucvradio: Hogar de Cristo y presidente del Senado piden agilizar políticas públicas en niños, niñas y adolescentes vulnerables http://t…",,
1507,"5,80486593066172E+017",2015-03-24 21:49:23,2,6,"Pte del Senado @patriciowalker hablo de la urgencia de agilizar políticas públicas para niños, en visita a Jardín HC http://t.co/8f4rch7buu",,
1508,"5,80431665757049E+017",2015-03-24 18:11:07,0,10,"RT @Sumate_Fund: ¿Qué crees que significa esta imagen? Fundación Súmate, 22 años cambiando malos recuerdos por buenos compañeros. http://t.…",,
1509,"5,80358673924489E+017",2015-03-24 13:21:05,0,5,"RT @pwalkerprensa: Está pasando, presidente del Senado @patriciowalker visita Jardín Infantil Sol Naciente dependiente del @hdecristo http:…",,
